product.sku,product.model,product.product_ring_id,product.status,product.sort_order,product.manufacturer_id,product_to_category.category_name,product.image,product.image_alt,product_image.image.1,product_image.image.2,product_image.image.3,product_image.image.4,product_image.image.5,product_image.image.6,product_image.image.7,product_image.image.8,product_image.image_alt.1,product_image.image_alt.2,product_image.image_alt.3,product_image.image_alt.4,product_image.image_alt.5,product_image.image_alt.6,product_image.image_alt.7,product_image.image_alt.8,product.alapar,product.szorzo,product.tax_class_id,product.gross_price,product.quantity_2,product.instock_status_id,product.minimum,product.shipping,product.available,product.date_available,product_description.name.hu,product_description.quantity_name.hu,product_description.short_description.hu,product_description.description.hu,product_special.price.1,product.product_class_id,attr_values.meret.hu,attr_values.meret_ruha.hu,attr_values.szin.hu
4435_06,700053289079,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,1,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"38,5","","Kék"
4435_07,700053289086,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"39","","Kék"
4435_08,700053289093,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"40","","Kék"
4435_09,700053289109,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"40,5","","Kék"
4435_10,700053289116,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"41","","Kék"
4435_11,700053289123,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"42","","Kék"
4435_12,700053289130,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"42,5","","Kék"
4435_13,700053289147,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"43","","Kék"
4435_14,700053289284,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,1,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"44","","Kék"
4435_15,700053289291,4435_01,1,-4435,Vans,Férfi cipő;Női cipő,product/2017/4435_1.jpg,Vans Authentic Navy,product/2017/4435_2.jpg,product/2017/4435_3.jpg,product/2017/4435_4.jpg,product/2017/4435_5.jpg,,,,,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,Vans Authentic Navy,12590.5511811,1.5,27,15990,0,0,1,1,1,,Vans Authentic Navy,db,,,0,cipo,"44,5","","Kék"
